sample_id,true_serotype,true_serogroup,dataset,benchmark
ERR3303355,9V,9,Training,GPS benchmark
SRR26749843,33F,33,Training,GPS benchmark
ERR742620,19A,19,Training,GPS benchmark
ERR3899295,14,14,Training,GPS benchmark
ERR2091019,2,2,Training,GPS benchmark
SRR26884345,19A,19,Testing,GPS benchmark
SRR26673621,8,8,Testing,GPS benchmark
ERR1066180,6B,6,Training,GPS benchmark
SRR26884734,12F,12,Training,GPS benchmark
ERR925158,15B/C,15,Training,GPS benchmark
ERR1788388,18A,18,Training,GPS benchmark
ERR751016,19F,19,Testing,GPS benchmark
ERR568642,15B/C,15,Training,GPS benchmark
ERR2090838,12F,12,Training,GPS benchmark
ERR1453542,14,14,Training,GPS benchmark
SRR26910494,9N,9,Training,GPS benchmark
ERR505818,23F,23,Training,GPS benchmark
SRR26878488,8,8,Training,GPS benchmark
ERR1065358,13,13,Training,GPS benchmark
SRR26930304,8,8,Training,GPS benchmark
ERR1065881,19F,19,Training,GPS benchmark
ERR1202103,5,5,Training,GPS benchmark
SRR26884234,10A,10,Testing,GPS benchmark
ERR908990,6B,6,Training,GPS benchmark
ERR13364691,33F,33,Training,GPS benchmark
ERR13366254,14,14,Training,GPS benchmark
ERR742479,3,3,Training,GPS benchmark
ERR862314,19F,19,Training,GPS benchmark
ERR1065191,22A,22,Training,GPS benchmark
ERR7568092,8,8,Training,GPS benchmark
ERR730929,6A,6,Training,GPS benchmark
ERR2090827,12F,12,Training,GPS benchmark
SRR26790075,6C,6,Training,GPS benchmark
ERR714708,14,14,Training,GPS benchmark
ERR662431,6C,6,Training,GPS benchmark
SRR26884440,11A,11,Training,GPS benchmark
ERR913124,6B,6,Training,GPS benchmark
ERR1202454,23F,23,Testing,GPS benchmark
ERR646608,19F,19,Training,GPS benchmark
ERR3227808,19F,19,Training,GPS benchmark
ERR1214677,6B,6,Training,GPS benchmark
ERR2667518,27,27,Testing,GPS benchmark
SRR26879492,22F,22,Training,GPS benchmark
SRR26673133,9N,9,Training,GPS benchmark
SRR26931346,7C,7,Training,GPS benchmark
ERR742457,14,14,Training,GPS benchmark
SRR26817982,8,8,Training,GPS benchmark
ERR1202216,6A,6,Training,GPS benchmark
SRR26672785,22F,22,Training,GPS benchmark
ERR633099,6A,6,Training,GPS benchmark
ERR1065601,24A,24,Training,GPS benchmark
ERR997501,23B,23,Training,GPS benchmark
SRR26818162,12F,12,Training,GPS benchmark
SRR26878001,19A,19,Training,GPS benchmark
ERR326405,6C,6,Training,GPS benchmark
SRR26797724,20B,20,Training,GPS benchmark
SRR26749968,3,3,Training,GPS benchmark
ERR714176,6B,6,Training,GPS benchmark
ERR2667889,5,5,Training,GPS benchmark
ERR730800,23F,23,Training,GPS benchmark
SRR26594838,19A,19,Training,GPS benchmark
ERR1065228,15B/C,15,Training,GPS benchmark
ERR2089885,14,14,Training,GPS benchmark
ERR1540749,19F,19,Training,GPS benchmark
ERR2091013,10A,10,Training,GPS benchmark
ERR13364761,23F,23,Training,GPS benchmark
ERR1192197,19B,19,Training,GPS benchmark
ERR1788226,19F,19,Training,GPS benchmark
ERR600356,18A,18,Training,GPS benchmark
ERR742520,4,4,Testing,GPS benchmark
ERR570415,14,14,Training,GPS benchmark
ERR742372,6C,6,Testing,GPS benchmark
SRR26884010,11A,11,Training,GPS benchmark
ERR1066353,7C,7,Testing,GPS benchmark
SRR26880207,19F,19,Training,GPS benchmark
ERR862323,6B,6,Training,GPS benchmark
ERR2089551,7F,7,Training,GPS benchmark
ERR1799747,9V,9,Training,GPS benchmark
SRR26817991,22F,22,Training,GPS benchmark
ERR319340,6A,6,Training,GPS benchmark
ERR2680564,14,14,Training,GPS benchmark
ERR3303394,17F,17,Training,GPS benchmark
SRR26750083,12F,12,Training,GPS benchmark
SRR26910942,9N,9,Training,GPS benchmark
ERR1788056,14,14,Training,GPS benchmark
ERR1202462,23F,23,Training,GPS benchmark
SRR26834057,3,3,Training,GPS benchmark
SRR26789779,12F,12,Training,GPS benchmark
SRR26789979,23B,23,Training,GPS benchmark
SRR26884604,19A,19,Training,GPS benchmark
SRR26880100,8,8,Training,GPS benchmark
ERR2090519,1,1,Training,GPS benchmark
ERR1788404,14,14,Training,GPS benchmark
SRR26930384,3,3,Training,GPS benchmark
ERR3796772,24F,24,Testing,GPS benchmark
ERR2668136,29,29,Training,GPS benchmark
SRR26714311,9N,9,Training,GPS benchmark
ERR714370,1,1,Training,GPS benchmark
SRR26797427,9N,9,Training,GPS benchmark
ERR1422330,14,14,Training,GPS benchmark
ERR2089395,13,13,Training,GPS benchmark
SRR26883824,20B,20,Training,GPS benchmark
ERR925079,16F,16,Testing,GPS benchmark
ERR326450,14,14,Training,GPS benchmark
ERR714675,9V,9,Training,GPS benchmark
ERR2089389,11A,11,Training,GPS benchmark
ERR2089065,9V,9,Training,GPS benchmark
ERR980103,8,8,Training,GPS benchmark
SRR26673051,11A,11,Training,GPS benchmark
ERR2089790,5,5,Training,GPS benchmark
ERR909071,19F,19,Training,GPS benchmark
SRR26931286,4,4,Training,GPS benchmark
ERR501493,14,14,Training,GPS benchmark
ERR980351,6C,6,Training,GPS benchmark
ERR13364711,23F,23,Training,GPS benchmark
ERR568667,14,14,Training,GPS benchmark
SRR26797074,8,8,Training,GPS benchmark
ERR1191917,23F,23,Training,GPS benchmark
ERR774099,6A,6,Testing,GPS benchmark
SRR26910644,15A,15,Training,GPS benchmark
ERR1453529,6B,6,Training,GPS benchmark
ERR925195,21,21,Training,GPS benchmark
ERR1788328,18C,18,Training,GPS benchmark
SRR26818579,8,8,Training,GPS benchmark
ERR730886,10A,10,Training,GPS benchmark
ERR3332004,24F,24,Training,GPS benchmark
ERR9796441,33G,33,Training,GPS benchmark
SRR26834091,9N,9,Training,GPS benchmark
SRR26910972,3,3,Training,GPS benchmark
ERR425405,14,14,Testing,GPS benchmark
ERR13366220,1,1,Training,GPS benchmark
ERR13365665,14,14,Training,GPS benchmark
ERR2090381,6A,6,Training,GPS benchmark
ERR1066242,22F,22,Training,GPS benchmark
SRR26817780,3,3,Testing,GPS benchmark
ERR1453535,6B,6,Testing,GPS benchmark
ERR633112,4,4,Training,GPS benchmark
SRR26930274,31,31,Testing,GPS benchmark
SRR26789457,8,8,Training,GPS benchmark
ERR2612115,6A,6,Training,GPS benchmark
ERR913488,19F,19,Training,GPS benchmark
ERR13364762,1,1,Training,GPS benchmark
ERR449165,18C,18,Testing,GPS benchmark
ERR862436,23B,23,Training,GPS benchmark
ERR568495,23F,23,Training,GPS benchmark
ERR730862,23B,23,Training,GPS benchmark
ERR2090722,10B,10,Training,GPS benchmark
SRR26883907,8,8,Training,GPS benchmark
SRR26880307,11A,11,Training,GPS benchmark
ERR730386,1,1,Training,GPS benchmark
SRR26910453,15A,15,Testing,GPS benchmark
SRR26673504,22F,22,Training,GPS benchmark
SRR26818409,22F,22,Training,GPS benchmark
ERR3227838,1,1,Training,GPS benchmark
ERR730191,45,45,Training,GPS benchmark
ERR568707,3,3,Training,GPS benchmark
ERR13365328,6C,6,Testing,GPS benchmark
SRR26749933,8,8,Training,GPS benchmark
SRR26834390,8,8,Training,GPS benchmark
SRR26833920,9N,9,Training,GPS benchmark
SRR26673249,8,8,Testing,GPS benchmark
ERR2853531,19A,19,Training,GPS benchmark
SRR26749969,23B,23,Testing,GPS benchmark
ERR13364503,8,8,Training,GPS benchmark
ERR3655289,14,14,Training,GPS benchmark
SRR26749393,8,8,Training,GPS benchmark
SRR26714214,22F,22,Training,GPS benchmark
SRR26834212,8,8,Training,GPS benchmark
ERR1191962,13,13,Training,GPS benchmark
SRR26672901,12F,12,Training,GPS benchmark
ERR773827,1,1,Training,GPS benchmark
ERR1756386,24F,24,Training,GPS benchmark
ERR13365471,11A,11,Training,GPS benchmark
ERR2667362,2,2,Training,GPS benchmark
ERR1214456,1,1,Training,GPS benchmark
SRR26834441,7C,7,Training,GPS benchmark
ERR2853503,19A,19,Training,GPS benchmark
SRR26878645,7C,7,Training,GPS benchmark
ERR2090907,1,1,Training,GPS benchmark
ERR1202531,3,3,Training,GPS benchmark
ERR730562,6B,6,Training,GPS benchmark
ERR730330,15B/C,15,Training,GPS benchmark
SRR26594407,15A,15,Training,GPS benchmark
ERR2089762,19F,19,Training,GPS benchmark
SRR26594759,9V,9,Training,GPS benchmark
ERR908881,14,14,Training,GPS benchmark
SRR26878713,22F,22,Training,GPS benchmark
SRR26714893,23A,23,Training,GPS benchmark
ERR925377,15B/C,15,Training,GPS benchmark
ERR714112,1,1,Training,GPS benchmark
ERR750819,45,45,Training,GPS benchmark
ERR633064,14,14,Training,GPS benchmark
ERR1202324,19A,19,Training,GPS benchmark
ERR13374879,23A,23,Training,GPS benchmark
ERR2667301,2,2,Training,GPS benchmark
ERR1202295,5,5,Training,GPS benchmark
ERR1065894,35B,35,Training,GPS benchmark
SRR26749177,10A,10,Training,GPS benchmark
ERR714403,1,1,Testing,GPS benchmark
ERR13375025,24,24,Training,GPS benchmark
ERR600448,15B/C,15,Training,GPS benchmark
ERR1756427,6B,6,Training,GPS benchmark
SRR26878092,10A,10,Training,GPS benchmark
ERR2090576,12F,12,Training,GPS benchmark
ERR1192146,14,14,Training,GPS benchmark
SRR26930919,3,3,Training,GPS benchmark
ERR3270829,6A,6,Training,GPS benchmark
ERR2090942,23B,23,Training,GPS benchmark
SRR26930449,8,8,Training,GPS benchmark
ERR1106707,5,5,Training,GPS benchmark
ERR2089952,15A,15,Training,GPS benchmark
ERR2667460,6B,6,Training,GPS benchmark
ERR568727,14,14,Training,GPS benchmark
SRR26910530,8,8,Training,GPS benchmark
SRR26910806,22F,22,Training,GPS benchmark
ERR505595,6B,6,Training,GPS benchmark
ERR13364809,4,4,Training,GPS benchmark
ERR1430848,1,1,Training,GPS benchmark
ERR505837,3,3,Training,GPS benchmark
ERR870146,23B,23,Training,GPS benchmark
ERR646545,4,4,Training,GPS benchmark
ERR438993,14,14,Training,GPS benchmark
ERR13366099,23A,23,Training,GPS benchmark
ERR490776,4,4,Training,GPS benchmark
ERR1788357,14,14,Training,GPS benchmark
ERR925105,31,31,Testing,GPS benchmark
ERR2090571,23F,23,Training,GPS benchmark
SRR26884403,9N,9,Training,GPS benchmark
SRR26594517,3,3,Training,GPS benchmark
ERR1202594,19A,19,Training,GPS benchmark
ERR600082,9V,9,Training,GPS benchmark
SRR26818055,8,8,Training,GPS benchmark
ERR2680621,19F,19,Training,GPS benchmark
SRR26797803,10A,10,Training,GPS benchmark
SRR26880119,31,31,Training,GPS benchmark
ERR884505,19A,19,Training,GPS benchmark
ERR1202451,35B,35,Training,GPS benchmark
SRR26930878,3,3,Training,GPS benchmark
ERR869915,5,5,Training,GPS benchmark
SRR26834457,8,8,Training,GPS benchmark
ERR1756481,1,1,Training,GPS benchmark
SRR26714806,23B,23,Training,GPS benchmark
SRR26818624,12F,12,Training,GPS benchmark
ERR1065661,13,13,Training,GPS benchmark
SRR26910630,35B,35,Training,GPS benchmark
ERR14653967,3,3,Training,GPS benchmark
ERR913520,7C,7,Training,GPS benchmark
ERR2091074,19A,19,Training,GPS benchmark
SRR26879518,8,8,Training,GPS benchmark
ERR316640,18C,18,Testing,GPS benchmark
ERR876473,9V,9,Training,GPS benchmark
ERR570450,19F,19,Training,GPS benchmark
ERR600607,19F,19,Training,GPS benchmark
SRR26818025,17F,17,Training,GPS benchmark
SRR26790186,8,8,Training,GPS benchmark
SRR26884553,35B,35,Training,GPS benchmark
ERR730640,15B/C,15,Testing,GPS benchmark
ERR913567,6B,6,Training,GPS benchmark
ERR774611,13,13,Training,GPS benchmark
ERR1788259,10B,10,Training,GPS benchmark
ERR730315,9V,9,Training,GPS benchmark
ERR742606,14,14,Training,GPS benchmark
ERR913205,6A,6,Training,GPS benchmark
ERR13365337,8,8,Training,GPS benchmark
SRR26672911,23A,23,Training,GPS benchmark
SRR26818697,9N,9,Training,GPS benchmark
SRR26877792,3,3,Training,GPS benchmark
ERR5262750,4,4,Training,GPS benchmark
SRR26714971,8,8,Testing,GPS benchmark
ERR2853455,19A,19,Training,GPS benchmark
ERR3831144,24F,24,Testing,GPS benchmark
ERR884686,6B,6,Training,GPS benchmark
SRR26789928,17F,17,Training,GPS benchmark
ERR13365814,24,24,Training,GPS benchmark
SRR26878331,9N,9,Testing,GPS benchmark
ERR925227,4,4,Testing,GPS benchmark
ERR2091143,12F,12,Training,GPS benchmark
ERR1430970,7B,7,Training,GPS benchmark
ERR1756419,10A,10,Training,GPS benchmark
SRR26878234,8,8,Training,GPS benchmark
SRR26834287,3,3,Testing,GPS benchmark
ERR3303213,19A,19,Training,GPS benchmark
ERR1422535,21,21,Training,GPS benchmark
ERR862376,6A,6,Training,GPS benchmark
ERR316573,5,5,Training,GPS benchmark
ERR2090028,23F,23,Training,GPS benchmark
ERR742720,24F,24,Training,GPS benchmark
SRR26673532,3,3,Training,GPS benchmark
SRR26834081,19A,19,Training,GPS benchmark
SRR26789941,19A,19,Training,GPS benchmark
ERR845789,15A,15,Training,GPS benchmark
ERR1430885,1,1,Training,GPS benchmark
ERR956283,23F,23,Training,GPS benchmark
SRR26884587,8,8,Training,GPS benchmark
ERR2089840,19F,19,Training,GPS benchmark
ERR730749,9V,9,Training,GPS benchmark
ERR1065147,19A,19,Training,GPS benchmark
SRR26910988,22F,22,Training,GPS benchmark
ERR1106745,23A,23,Training,GPS benchmark
ERR13365995,3,3,Training,GPS benchmark
ERR774110,6A,6,Training,GPS benchmark
ERR1788118,6C,6,Training,GPS benchmark
SRR26797931,8,8,Training,GPS benchmark
SRR26789865,8,8,Testing,GPS benchmark
ERR913541,17F,17,Training,GPS benchmark
ERR4289123,10A,10,Training,GPS benchmark
SRR26931792,10A,10,Training,GPS benchmark
ERR633093,4,4,Training,GPS benchmark
SRR26879575,8,8,Training,GPS benchmark
ERR1658167,24F,24,Training,GPS benchmark
ERR506063,6C,6,Training,GPS benchmark
SRR26797243,8,8,Testing,GPS benchmark
SRR26594497,19F,19,Training,GPS benchmark
ERR326412,6B,6,Training,GPS benchmark
SRR26878002,12F,12,Training,GPS benchmark
ERR3303360,10B,10,Training,GPS benchmark
ERR870024,11A,11,Training,GPS benchmark
ERR13365658,9V,9,Training,GPS benchmark
ERR13374915,3,3,Training,GPS benchmark
ERR1453643,23F,23,Training,GPS benchmark
ERR913088,15B/C,15,Training,GPS benchmark
SRR26879632,9N,9,Training,GPS benchmark
SRR26749541,8,8,Training,GPS benchmark
SRR26910755,9N,9,Training,GPS benchmark
SRR26833681,23B,23,Training,GPS benchmark
SRR26594952,3,3,Training,GPS benchmark
SRR26672786,8,8,Training,GPS benchmark
ERR1453407,13,13,Training,GPS benchmark
ERR909095,29,29,Training,GPS benchmark
ERR1065771,23A,23,Training,GPS benchmark
SRR26789267,10A,10,Training,GPS benchmark
ERR774337,8,8,Training,GPS benchmark
ERR13374643,19F,19,Training,GPS benchmark
ERR2089033,13,13,Training,GPS benchmark
ERR714361,6A,6,Training,GPS benchmark
SRR26911033,19A,19,Training,GPS benchmark
ERR326349,6C,6,Training,GPS benchmark
SRR26931513,9V,9,Training,GPS benchmark
ERR13364584,4,4,Training,GPS benchmark
SRR26930210,22F,22,Training,GPS benchmark
ERR600387,18C,18,Training,GPS benchmark
ERR13365575,3,3,Training,GPS benchmark
SRR26789481,19A,19,Training,GPS benchmark
SRR26817829,8,8,Training,GPS benchmark
ERR774540,8,8,Training,GPS benchmark
ERR714697,19F,19,Training,GPS benchmark
SRR26833611,35B,35,Training,GPS benchmark
ERR13374908,10A,10,Training,GPS benchmark
ERR490710,3,3,Training,GPS benchmark
ERR869831,1,1,Training,GPS benchmark
ERR14653992,19A,19,Training,GPS benchmark
ERR997682,11A,11,Training,GPS benchmark
ERR3796181,14,14,Training,GPS benchmark
ERR316585,5,5,Training,GPS benchmark
SRR26879794,33F,33,Training,GPS benchmark
ERR13365529,8,8,Training,GPS benchmark
ERR2681348,19A,19,Training,GPS benchmark
ERR1422598,19A,19,Testing,GPS benchmark
ERR568525,23F,23,Training,GPS benchmark
ERR1422499,6A,6,Training,GPS benchmark
ERR913221,23F,23,Training,GPS benchmark
ERR8481749,31,31,Training,GPS benchmark
SRR26715066,15A,15,Training,GPS benchmark
ERR2090417,12F,12,Training,GPS benchmark
ERR909241,13,13,Training,GPS benchmark
ERR701814,18C,18,Training,GPS benchmark
SRR26817892,3,3,Training,GPS benchmark
ERR997473,6B,6,Training,GPS benchmark
ERR1756398,19F,19,Training,GPS benchmark
ERR7567868,12F,12,Training,GPS benchmark
ERR1202175,11A,11,Training,GPS benchmark
ERR979923,1,1,Training,GPS benchmark
ERR773816,23F,23,Training,GPS benchmark
SRR26797642,8,8,Testing,GPS benchmark
ERR13375085,15C,15,Training,GPS benchmark
ERR909034,34,34,Training,GPS benchmark
ERR714671,6B,6,Training,GPS benchmark
ERR2667922,23B,23,Training,GPS benchmark
ERR1430910,24F,24,Training,GPS benchmark
ERR730902,16F,16,Testing,GPS benchmark
SRR26797857,3,3,Training,GPS benchmark
ERR870046,19A,19,Training,GPS benchmark
ERR2091239,1,1,Training,GPS benchmark
ERR425494,15B/C,15,Training,GPS benchmark
ERR2667610,1,1,Training,GPS benchmark
ERR1202146,15B/C,15,Training,GPS benchmark
ERR714369,1,1,Training,GPS benchmark
SRR26797375,8,8,Training,GPS benchmark
ERR1066269,23F,23,Training,GPS benchmark
ERR742792,14,14,Training,GPS benchmark
SRR26878091,3,3,Training,GPS benchmark
ERR13365095,22F,22,Training,GPS benchmark
ERR1066014,11A,11,Training,GPS benchmark
SRR26673738,23A,23,Training,GPS benchmark
ERR3669279,6B,6,Training,GPS benchmark
ERR505613,14,14,Training,GPS benchmark
ERR4289059,19A,19,Training,GPS benchmark
SRR26673286,15A,15,Training,GPS benchmark
SRR26818678,15C,15,Training,GPS benchmark
ERR505769,10A,10,Training,GPS benchmark
ERR600482,6A,6,Training,GPS benchmark
SRR26714144,20B,20,Testing,GPS benchmark
SRR26817745,12F,12,Training,GPS benchmark
SRR26910880,6C,6,Training,GPS benchmark
ERR2681130,6A,6,Testing,GPS benchmark
SRR26931742,3,3,Training,GPS benchmark
ERR2667314,5,5,Training,GPS benchmark
SRR26797351,12F,12,Training,GPS benchmark
SRR26884400,10A,10,Training,GPS benchmark
ERR3796660,24F,24,Training,GPS benchmark
SRR26930462,3,3,Training,GPS benchmark
SRR26879649,24,24,Testing,GPS benchmark
ERR1065724,6A,6,Training,GPS benchmark
ERR433786,14,14,Training,GPS benchmark
ERR1065910,9N,9,Training,GPS benchmark
ERR1288904,45,45,Training,GPS benchmark
ERR2680868,6A,6,Training,GPS benchmark
SRR26714246,8,8,Training,GPS benchmark
ERR1756455,5,5,Training,GPS benchmark
ERR8481646,23A,23,Training,GPS benchmark
ERR984279,19A,19,Training,GPS benchmark
ERR13374605,14,14,Training,GPS benchmark
SRR26714368,19A,19,Training,GPS benchmark
SRR26789444,12F,12,Training,GPS benchmark
SRR26931771,7C,7,Training,GPS benchmark
SRR26790027,10A,10,Training,GPS benchmark
SRR26818079,17F,17,Training,GPS benchmark
ERR13365685,1,1,Training,GPS benchmark
SRR26594916,3,3,Training,GPS benchmark
ERR1799751,24F,24,Training,GPS benchmark
ERR600423,6B,6,Training,GPS benchmark
ERR2680944,14,14,Training,GPS benchmark
SRR26817865,3,3,Training,GPS benchmark
ERR1422378,38,38,Training,GPS benchmark
SRR26884499,8,8,Training,GPS benchmark
ERR714231,1,1,Training,GPS benchmark
ERR2089831,6A,6,Training,GPS benchmark
ERR2089699,14,14,Training,GPS benchmark
ERR1540681,15B/C,15,Testing,GPS benchmark
ERR997656,20A,20,Training,GPS benchmark
SRR26879599,9N,9,Testing,GPS benchmark
ERR600610,9N,9,Training,GPS benchmark
SRR26789355,33F,33,Training,GPS benchmark
SRR26878695,35F,35,Testing,GPS benchmark
ERR2089050,13,13,Training,GPS benchmark
ERR2089826,1,1,Training,GPS benchmark
ERR13365667,14,14,Training,GPS benchmark
SRR26797905,8,8,Training,GPS benchmark
ERR1202365,23F,23,Training,GPS benchmark
ERR876763,15B/C,15,Training,GPS benchmark
ERR600523,19F,19,Training,GPS benchmark
SRR26817980,8,8,Training,GPS benchmark
SRR26879610,31,31,Training,GPS benchmark
SRR26797680,22F,22,Training,GPS benchmark
ERR632921,1,1,Training,GPS benchmark
ERR568540,19A,19,Training,GPS benchmark
ERR925043,19B,19,Training,GPS benchmark
ERR13365803,8,8,Training,GPS benchmark
ERR1795496,18C,18,Training,GPS benchmark
ERR433559,23F,23,Training,GPS benchmark
ERR913109,6B,6,Training,GPS benchmark
ERR326726,4,4,Training,GPS benchmark
ERR2668126,8,8,Training,GPS benchmark
SRR26931918,35B,35,Training,GPS benchmark
SRR26931029,12F,12,Training,GPS benchmark
ERR2612043,19A,19,Training,GPS benchmark
ERR742662,35B,35,Training,GPS benchmark
SRR26879923,9N,9,Training,GPS benchmark
SRR26797287,16F,16,Training,GPS benchmark
SRR26673075,31,31,Training,GPS benchmark
ERR326745,4,4,Training,GPS benchmark
ERR1065189,20A,20,Training,GPS benchmark
SRR26879755,22A,22,Training,GPS benchmark
ERR2090845,19A,19,Training,GPS benchmark
ERR1214506,10B,10,Training,GPS benchmark
ERR4501367,24F,24,Training,GPS benchmark
ERR1066194,19F,19,Training,GPS benchmark
ERR13365135,19A,19,Training,GPS benchmark
ERR2091226,14,14,Testing,GPS benchmark
ERR1066120,19F,19,Training,GPS benchmark
SRR26818219,11A,11,Training,GPS benchmark
SRR26817975,7C,7,Testing,GPS benchmark
ERR1192067,8,8,Training,GPS benchmark
SRR26715057,12F,12,Training,GPS benchmark
SRR26673085,12F,12,Training,GPS benchmark
SRR26834082,38,38,Testing,GPS benchmark
SRR26931451,24,24,Training,GPS benchmark
ERR980349,6D,6,Training,GPS benchmark
SRR26878127,19A,19,Training,GPS benchmark
SRR26880216,8,8,Training,GPS benchmark
ERR774719,35B,35,Training,GPS benchmark
SRR26797898,8,8,Training,GPS benchmark
ERR8481762,18C,18,Training,GPS benchmark
ERR516650,19F,19,Training,GPS benchmark
ERR980310,11A,11,Training,GPS benchmark
ERR3796905,24F,24,Training,GPS benchmark
ERR1214464,19A,19,Training,GPS benchmark
ERR913218,34,34,Training,GPS benchmark
ERR600550,1,1,Training,GPS benchmark
ERR774226,15B/C,15,Training,GPS benchmark
ERR1422445,10A,10,Training,GPS benchmark
SRR26797571,33F,33,Training,GPS benchmark
SRR26884630,8,8,Training,GPS benchmark
ERR326487,19F,19,Training,GPS benchmark
ERR913223,9V,9,Testing,GPS benchmark
ERR600139,38,38,Testing,GPS benchmark
ERR730770,17F,17,Training,GPS benchmark
ERR600480,9N,9,Training,GPS benchmark
