sample_id,Contig_ID,true_serotype,true_serogroup,dataset,benchmark
ERR774642,13,46,46,Training,GPS benchmark
ERR774642,26,46,46,Training,GPS benchmark
ERR13365858,12,15A,15,Training,GPS benchmark
ERR13365858,24,15A,15,Training,GPS benchmark
ERR913145,1,6B,6,Training,GPS benchmark
ERR913145,8,6B,6,Training,GPS benchmark
ERR701780,2,7C,7,Training,GPS benchmark
ERR701780,8,7C,7,Training,GPS benchmark
SRR26884275,2,10A,10,Training,GPS benchmark
SRR26884275,24,10A,10,Training,GPS benchmark
ERR338184,5,4,4,Training,GPS benchmark
ERR338184,20,4,4,Training,GPS benchmark
ERR730428,1,1,1,Training,GPS benchmark
ERR730428,4,1,1,Training,GPS benchmark
ERR742473,2,38,38,Training,GPS benchmark
ERR742473,20,38,38,Training,GPS benchmark
ERR870088,2,6A,6,Training,GPS benchmark
ERR3899257,7,27,27,Training,GPS benchmark
ERR3899257,42,27,27,Training,GPS benchmark
ERR2667595,15,9V,9,Training,GPS benchmark
ERR2667595,26,9V,9,Training,GPS benchmark
ERR1658179,9,5,5,Training,GPS benchmark
ERR1658179,22,5,5,Training,GPS benchmark
ERR925273,20,34,34,Training,GPS benchmark
ERR925273,27,34,34,Training,GPS benchmark
ERR1788103,1,3,3,Training,GPS benchmark
SRR26797867,1,35B,35,Training,GPS benchmark
SRR26797867,4,35B,35,Training,GPS benchmark
ERR884666,9,6B,6,Training,GPS benchmark
ERR884666,15,6B,6,Training,GPS benchmark
ERR1191943,9,6A,6,Testing,GPS benchmark
ERR1191943,29,6A,6,Testing,GPS benchmark
SRR26879605,1,24,24,Training,GPS benchmark
ERR316580,4,14,14,Training,GPS benchmark
ERR316580,23,14,14,Training,GPS benchmark
ERR1288970,7,5,5,Training,GPS benchmark
ERR1288970,21,5,5,Training,GPS benchmark
SRR26879897,3,16F,16,Training,GPS benchmark
SRR26879897,12,16F,16,Training,GPS benchmark
ERR505577,1,23F,23,Training,GPS benchmark
ERR505577,16,23F,23,Training,GPS benchmark
ERR9796474,2,21,21,Training,GPS benchmark
ERR9796474,8,21,21,Training,GPS benchmark
ERR774688,5,1,1,Training,GPS benchmark
ERR774688,41,1,1,Training,GPS benchmark
ERR730624,18,4,4,Training,GPS benchmark
ERR730624,42,4,4,Training,GPS benchmark
ERR2089367,1,35C,35,Training,GPS benchmark
SRR26673674,11,12F,12,Training,GPS benchmark
SRR26673674,15,12F,12,Training,GPS benchmark
ERR505842,3,14,14,Training,GPS benchmark
ERR505842,30,14,14,Training,GPS benchmark
SRR26884065,11,22F,22,Training,GPS benchmark
SRR26884065,14,22F,22,Training,GPS benchmark
ERR701844,2,18C,18,Training,GPS benchmark
ERR701844,16,18C,18,Training,GPS benchmark
ERR2090581,1,5,5,Training,GPS benchmark
ERR2090581,4,5,5,Training,GPS benchmark
SRR26797336,17,17F,17,Training,GPS benchmark
SRR26797336,41,17F,17,Training,GPS benchmark
ERR2089360,3,23F,23,Training,GPS benchmark
ERR1065817,3,3,3,Training,GPS benchmark
ERR2090847,2,33F,33,Training,GPS benchmark
SRR26883996,3,8,8,Testing,GPS benchmark
SRR26883996,5,8,8,Testing,GPS benchmark
ERR505565,4,6B,6,Training,GPS benchmark
SRR26818038,6,20B,20,Training,GPS benchmark
SRR26818038,12,20B,20,Training,GPS benchmark
SRR26749276,1,8,8,Training,GPS benchmark
SRR26749276,6,8,8,Training,GPS benchmark
ERR925174,7,34,34,Training,GPS benchmark
ERR925174,18,34,34,Training,GPS benchmark
ERR2667402,2,6B,6,Training,GPS benchmark
ERR331447,2,4,4,Training,GPS benchmark
ERR331447,28,4,4,Training,GPS benchmark
ERR3796684,1,24F,24,Training,GPS benchmark
ERR3796684,7,24F,24,Training,GPS benchmark
SRR26714457,5,22F,22,Training,GPS benchmark
SRR26714457,27,22F,22,Training,GPS benchmark
ERR2089426,1,8,8,Training,GPS benchmark
ERR331123,28,6B,6,Training,GPS benchmark
ERR331123,98,6B,6,Training,GPS benchmark
ERR1799755,1,6A,6,Training,GPS benchmark
ERR13364624,11,14,14,Training,GPS benchmark
ERR13364624,12,14,14,Training,GPS benchmark
SRR26880222,5,8,8,Training,GPS benchmark
SRR26789220,3,3,3,Training,GPS benchmark
ERR884497,2,19F,19,Training,GPS benchmark
ERR884497,22,19F,19,Training,GPS benchmark
ERR773963,2,6A,6,Training,GPS benchmark
ERR773963,14,6A,6,Training,GPS benchmark
ERR662407,2,15B/C,15,Training,GPS benchmark
ERR662407,8,15B/C,15,Training,GPS benchmark
ERR568644,13,6B,6,Training,GPS benchmark
ERR1066314,1,12F,12,Training,GPS benchmark
SRR26673120,2,22F,22,Training,GPS benchmark
SRR26673120,13,22F,22,Training,GPS benchmark
SRR26797567,24,3,3,Training,GPS benchmark
ERR1453623,9,6B,6,Testing,GPS benchmark
ERR2667588,2,1,1,Training,GPS benchmark
ERR2667588,7,1,1,Training,GPS benchmark
ERR632936,2,6A,6,Training,GPS benchmark
ERR632936,6,6A,6,Training,GPS benchmark
ERR925224,1,9N,9,Training,GPS benchmark
ERR925224,11,9N,9,Training,GPS benchmark
ERR1422566,2,33F,33,Training,GPS benchmark
ERR1422566,20,33F,33,Training,GPS benchmark
ERR876612,1,23F,23,Training,GPS benchmark
SRR26911170,24,19A,19,Training,GPS benchmark
SRR26911170,29,19A,19,Training,GPS benchmark
ERR1202133,16,20A,20,Testing,GPS benchmark
ERR1202133,35,20A,20,Testing,GPS benchmark
SRR26877987,6,35B,35,Training,GPS benchmark
SRR26877987,10,35B,35,Training,GPS benchmark
SRR26672922,10,3,3,Testing,GPS benchmark
ERR1202584,1,15A,15,Training,GPS benchmark
ERR1202584,6,15A,15,Training,GPS benchmark
ERR774606,2,6A,6,Training,GPS benchmark
ERR13364559,1,19F,19,Training,GPS benchmark
ERR1430854,1,1,1,Training,GPS benchmark
ERR1430854,9,1,1,Training,GPS benchmark
ERR2090169,2,24F,24,Training,GPS benchmark
ERR2681322,2,23A,23,Training,GPS benchmark
ERR909297,5,11A,11,Training,GPS benchmark
SRR26910892,1,35B,35,Training,GPS benchmark
SRR26910892,3,35B,35,Training,GPS benchmark
SRR26879619,2,19A,19,Training,GPS benchmark
SRR26879619,18,19A,19,Training,GPS benchmark
SRR26884503,3,16F,16,Training,GPS benchmark
SRR26884503,10,16F,16,Training,GPS benchmark
ERR774704,2,19F,19,Training,GPS benchmark
ERR774704,44,19F,19,Training,GPS benchmark
SRR26789678,2,22F,22,Training,GPS benchmark
SRR26789678,16,22F,22,Training,GPS benchmark
ERR1065856,8,23F,23,Training,GPS benchmark
ERR1065856,21,23F,23,Training,GPS benchmark
ERR774588,3,23A,23,Training,GPS benchmark
ERR13365815,12,23F,23,Training,GPS benchmark
ERR13365815,26,23F,23,Training,GPS benchmark
ERR1788562,16,6A,6,Training,GPS benchmark
ERR1788562,26,6A,6,Training,GPS benchmark
ERR13365261,22,35F,35,Training,GPS benchmark
ERR13365261,25,35F,35,Training,GPS benchmark
SRR26930863,5,8,8,Training,GPS benchmark
ERR1453738,9,15B/C,15,Training,GPS benchmark
ERR1453738,22,15B/C,15,Training,GPS benchmark
SRR26749444,1,23A,23,Training,GPS benchmark
ERR730526,13,25F,25,Training,GPS benchmark
ERR730526,25,25F,25,Training,GPS benchmark
ERR13364912,5,15C,15,Training,GPS benchmark
ERR596392,4,22F,22,Training,GPS benchmark
ERR596392,36,22F,22,Training,GPS benchmark
ERR338201,1,1,1,Training,GPS benchmark
ERR338201,68,1,1,Training,GPS benchmark
ERR2853690,1,19A,19,Training,GPS benchmark
ERR7567960,2,10A,10,Training,GPS benchmark
ERR7567960,16,10A,10,Training,GPS benchmark
SRR26880149,1,7C,7,Training,GPS benchmark
SRR26880149,13,7C,7,Training,GPS benchmark
ERR2090757,5,7F,7,Training,GPS benchmark
ERR751152,17,6B,6,Training,GPS benchmark
ERR751152,28,6B,6,Training,GPS benchmark
ERR751077,4,9V,9,Training,GPS benchmark
ERR751077,28,9V,9,Training,GPS benchmark
ERR730618,9,12F,12,Training,GPS benchmark
ERR730618,36,12F,12,Training,GPS benchmark
SRR26910774,8,35F,35,Training,GPS benchmark
SRR26594566,2,33F,33,Training,GPS benchmark
SRR26594566,21,33F,33,Training,GPS benchmark
ERR2680597,1,6C,6,Training,GPS benchmark
ERR600579,1,19A,19,Training,GPS benchmark
SRR26910667,4,8,8,Training,GPS benchmark
SRR26910667,15,8,8,Training,GPS benchmark
SRR26818576,2,3,3,Testing,GPS benchmark
ERR2091112,4,9V,9,Training,GPS benchmark
ERR2680838,1,6A,6,Training,GPS benchmark
ERR2680838,25,6A,6,Training,GPS benchmark
ERR2667830,3,11A,11,Testing,GPS benchmark
SRR26930316,3,8,8,Training,GPS benchmark
SRR26930316,6,8,8,Training,GPS benchmark
SRR26833562,1,9N,9,Training,GPS benchmark
SRR26833562,43,9N,9,Training,GPS benchmark
ERR1106680,1,1,1,Training,GPS benchmark
ERR1106680,12,1,1,Training,GPS benchmark
ERR2667869,7,18C,18,Training,GPS benchmark
SRR26930879,5,3,3,Training,GPS benchmark
ERR876442,16,6B,6,Training,GPS benchmark
ERR876442,18,6B,6,Training,GPS benchmark
ERR1066197,5,35A,35,Training,GPS benchmark
ERR701796,6,4,4,Training,GPS benchmark
ERR701796,57,4,4,Training,GPS benchmark
SRR26910712,1,10A,10,Training,GPS benchmark
SRR26910712,27,10A,10,Training,GPS benchmark
SRR26673305,1,31,31,Training,GPS benchmark
ERR570440,2,23F,23,Training,GPS benchmark
ERR570440,8,23F,23,Training,GPS benchmark
SRR26931875,1,3,3,Training,GPS benchmark
ERR913125,5,13,13,Training,GPS benchmark
ERR913125,53,13,13,Training,GPS benchmark
ERR568726,1,19A,19,Training,GPS benchmark
ERR2089311,1,18C,18,Testing,GPS benchmark
ERR2089382,4,14,14,Training,GPS benchmark
ERR2089382,16,14,14,Training,GPS benchmark
ERR730678,7,4,4,Training,GPS benchmark
ERR730678,19,4,4,Training,GPS benchmark
ERR433684,3,14,14,Training,GPS benchmark
ERR433684,19,14,14,Training,GPS benchmark
ERR1202448,1,15B/C,15,Testing,GPS benchmark
ERR1202448,9,15B/C,15,Testing,GPS benchmark
ERR1065114,1,19F,19,Training,GPS benchmark
ERR1065114,2,19F,19,Training,GPS benchmark
ERR884371,1,19F,19,Testing,GPS benchmark
ERR884371,4,19F,19,Testing,GPS benchmark
ERR876694,16,6B,6,Training,GPS benchmark
SRR26672871,1,19A,19,Training,GPS benchmark
ERR9796495,1,33C,33,Training,GPS benchmark
SRR26884532,5,3,3,Training,GPS benchmark
SRR26878185,4,8,8,Training,GPS benchmark
SRR26878185,7,8,8,Training,GPS benchmark
SRR26879740,7,8,8,Training,GPS benchmark
SRR26879740,15,8,8,Training,GPS benchmark
ERR1065648,1,16F,16,Training,GPS benchmark
ERR13366008,1,4,4,Training,GPS benchmark
ERR714264,9,12F,12,Training,GPS benchmark
ERR714264,13,12F,12,Training,GPS benchmark
ERR869890,6,17A,17,Training,GPS benchmark
SRR26798011,5,8,8,Training,GPS benchmark
SRR26595142,7,8,8,Training,GPS benchmark
SRR26595142,13,8,8,Training,GPS benchmark
ERR730878,3,17F,17,Training,GPS benchmark
ERR730878,15,17F,17,Training,GPS benchmark
SRR26884429,3,3,3,Training,GPS benchmark
ERR13365579,2,3,3,Training,GPS benchmark
ERR984259,1,22A,22,Training,GPS benchmark
ERR984259,26,22A,22,Training,GPS benchmark
ERR1658200,7,10A,10,Training,GPS benchmark
ERR1658200,47,10A,10,Training,GPS benchmark
ERR13365126,5,23F,23,Training,GPS benchmark
ERR13365126,25,23F,23,Training,GPS benchmark
ERR9796507,1,19A,19,Training,GPS benchmark
ERR1066082,1,35B,35,Training,GPS benchmark
ERR1066082,5,35B,35,Training,GPS benchmark
ERR600335,1,23F,23,Training,GPS benchmark
ERR2090798,1,19A,19,Training,GPS benchmark
ERR326557,37,23F,23,Training,GPS benchmark
ERR326557,120,23F,23,Training,GPS benchmark
SRR26673462,2,8,8,Training,GPS benchmark
SRR26673462,6,8,8,Training,GPS benchmark
ERR714120,9,11A,11,Training,GPS benchmark
ERR714120,25,11A,11,Training,GPS benchmark
SRR26789598,14,12F,12,Training,GPS benchmark
SRR26789598,27,12F,12,Training,GPS benchmark
ERR876643,1,19F,19,Training,GPS benchmark
ERR876643,9,19F,19,Training,GPS benchmark
SRR26834302,1,7C,7,Training,GPS benchmark
SRR26834302,6,7C,7,Training,GPS benchmark
SRR26878615,1,19F,19,Training,GPS benchmark
SRR26878615,25,19F,19,Training,GPS benchmark
ERR876580,7,14,14,Training,GPS benchmark
ERR876580,41,14,14,Training,GPS benchmark
ERR1788355,5,4,4,Training,GPS benchmark
ERR1788355,6,4,4,Training,GPS benchmark
SRR26817799,2,8,8,Testing,GPS benchmark
ERR600155,16,33F,33,Training,GPS benchmark
ERR600155,21,33F,33,Training,GPS benchmark
SRR26879637,1,8,8,Training,GPS benchmark
ERR2089620,1,1,1,Training,GPS benchmark
ERR2089620,6,1,1,Training,GPS benchmark
ERR3303296,2,14,14,Training,GPS benchmark
ERR3303296,7,14,14,Training,GPS benchmark
ERR600574,1,6A,6,Training,GPS benchmark
SRR26715018,5,9N,9,Training,GPS benchmark
SRR26715018,11,9N,9,Training,GPS benchmark
ERR980353,1,10A,10,Training,GPS benchmark
ERR980353,3,10A,10,Training,GPS benchmark
SRR26714952,16,22F,22,Training,GPS benchmark
SRR26714952,30,22F,22,Training,GPS benchmark
SRR26884079,2,33F,33,Training,GPS benchmark
ERR774293,5,1,1,Training,GPS benchmark
ERR774293,36,1,1,Training,GPS benchmark
ERR326427,24,23F,23,Training,GPS benchmark
ERR326427,131,23F,23,Training,GPS benchmark
ERR13374630,21,9V,9,Training,GPS benchmark
ERR13374630,30,9V,9,Training,GPS benchmark
SRR26910470,1,15A,15,Training,GPS benchmark
ERR13364975,5,15B,15,Training,GPS benchmark
ERR586460,7,6A,6,Training,GPS benchmark
ERR568571,4,9V,9,Training,GPS benchmark
SRR26749260,1,35F,35,Training,GPS benchmark
ERR979878,7,1,1,Training,GPS benchmark
ERR979878,49,1,1,Training,GPS benchmark
ERR1788021,13,12F,12,Training,GPS benchmark
ERR1788021,22,12F,12,Training,GPS benchmark
SRR26834008,2,9N,9,Testing,GPS benchmark
SRR26834008,3,9N,9,Testing,GPS benchmark
ERR2090797,2,5,5,Training,GPS benchmark
ERR2090797,6,5,5,Training,GPS benchmark
SRR26931756,7,8,8,Testing,GPS benchmark
SRR26931756,13,8,8,Testing,GPS benchmark
ERR13366002,3,15A,15,Training,GPS benchmark
ERR1788141,2,8,8,Training,GPS benchmark
SRR26673527,2,8,8,Training,GPS benchmark
SRR26673527,7,8,8,Training,GPS benchmark
SRR26797492,6,3,3,Training,GPS benchmark
ERR1756430,1,10A,10,Training,GPS benchmark
ERR1756430,6,10A,10,Training,GPS benchmark
ERR1214592,1,23F,23,Testing,GPS benchmark
SRR26673507,18,8,8,Training,GPS benchmark
SRR26673507,51,8,8,Training,GPS benchmark
ERR331170,26,6B,6,Training,GPS benchmark
ERR331170,121,6B,6,Training,GPS benchmark
ERR774634,3,19F,19,Training,GPS benchmark
ERR774634,31,19F,19,Training,GPS benchmark
SRR26789828,2,33F,33,Training,GPS benchmark
SRR26789828,18,33F,33,Training,GPS benchmark
ERR876455,5,14,14,Training,GPS benchmark
ERR876455,19,14,14,Training,GPS benchmark
ERR13374671,2,33F,33,Testing,GPS benchmark
ERR750954,15,23F,23,Training,GPS benchmark
ERR750954,27,23F,23,Training,GPS benchmark
ERR1638463,3,3,3,Testing,GPS benchmark
SRR26884481,1,15A,15,Training,GPS benchmark
SRR26884481,8,15A,15,Training,GPS benchmark
SRR26879914,4,8,8,Testing,GPS benchmark
SRR26879914,12,8,8,Testing,GPS benchmark
ERR433908,2,19F,19,Training,GPS benchmark
SRR26789359,2,22F,22,Training,GPS benchmark
SRR26789359,9,22F,22,Training,GPS benchmark
ERR742447,1,19A,19,Training,GPS benchmark
ERR2667815,2,3,3,Training,GPS benchmark
SRR26789409,3,8,8,Training,GPS benchmark
SRR26789409,7,8,8,Training,GPS benchmark
ERR2667329,1,46,46,Training,GPS benchmark
ERR2089665,16,6B,6,Training,GPS benchmark
ERR2089665,19,6B,6,Training,GPS benchmark
ERR2091233,1,5,5,Training,GPS benchmark
ERR2091233,25,5,5,Training,GPS benchmark
SRR26880058,2,8,8,Training,GPS benchmark
SRR26880058,4,8,8,Training,GPS benchmark
ERR1795487,3,6A,6,Training,GPS benchmark
SRR26594966,3,3,3,Training,GPS benchmark
SRR26714589,1,12F,12,Testing,GPS benchmark
SRR26714589,10,12F,12,Testing,GPS benchmark
ERR979957,1,19F,19,Testing,GPS benchmark
ERR979957,36,19F,19,Testing,GPS benchmark
ERR2090180,1,17F,17,Training,GPS benchmark
ERR845739,1,35F,35,Testing,GPS benchmark
ERR845739,7,35F,35,Testing,GPS benchmark
SRR26833769,10,19A,19,Training,GPS benchmark
SRR26884725,6,8,8,Training,GPS benchmark
SRR26884725,14,8,8,Training,GPS benchmark
SRR26818115,4,8,8,Training,GPS benchmark
ERR773879,2,6B,6,Training,GPS benchmark
ERR773879,3,6B,6,Training,GPS benchmark
ERR1214698,2,7C,7,Training,GPS benchmark
ERR1214698,8,7C,7,Training,GPS benchmark
SRR26879666,1,7C,7,Training,GPS benchmark
ERR2090378,2,14,14,Training,GPS benchmark
ERR2090378,4,14,14,Training,GPS benchmark
SRR26884060,2,8,8,Training,GPS benchmark
SRR26884060,6,8,8,Training,GPS benchmark
ERR1214507,7,14,14,Training,GPS benchmark
ERR1214507,25,14,14,Training,GPS benchmark
ERR925075,18,6A,6,Training,GPS benchmark
ERR925075,24,6A,6,Training,GPS benchmark
ERR1756396,1,34,34,Training,GPS benchmark
ERR1756396,14,34,34,Training,GPS benchmark
ERR1214609,9,35C,35,Testing,GPS benchmark
ERR1214609,12,35C,35,Testing,GPS benchmark
ERR13365801,2,3,3,Training,GPS benchmark
SRR26930306,11,9N,9,Training,GPS benchmark
SRR26930306,24,9N,9,Training,GPS benchmark
ERR13366082,11,11B,11,Testing,GPS benchmark
ERR13366082,16,11B,11,Testing,GPS benchmark
ERR742391,8,19A,19,Training,GPS benchmark
ERR742391,10,19A,19,Training,GPS benchmark
ERR2089721,1,6B,6,Training,GPS benchmark
SRR26749685,1,8,8,Testing,GPS benchmark
SRR26749685,9,8,8,Testing,GPS benchmark
SRR26818318,1,8,8,Training,GPS benchmark
SRR26818318,7,8,8,Training,GPS benchmark
ERR730653,34,3,3,Training,GPS benchmark
SRR26930438,1,8,8,Training,GPS benchmark
SRR26930438,6,8,8,Training,GPS benchmark
SRR26818204,2,16F,16,Training,GPS benchmark
SRR26818204,3,16F,16,Training,GPS benchmark
ERR774711,6,23F,23,Training,GPS benchmark
ERR13365137,1,19F,19,Training,GPS benchmark
SRR26880378,2,8,8,Training,GPS benchmark
SRR26880378,7,8,8,Training,GPS benchmark
SRR26911137,3,22F,22,Training,GPS benchmark
SRR26911137,10,22F,22,Training,GPS benchmark
SRR26884182,4,8,8,Training,GPS benchmark
SRR26884182,12,8,8,Training,GPS benchmark
ERR1788527,5,14,14,Training,GPS benchmark
ERR1788527,14,14,14,Training,GPS benchmark
SRR26594809,15,17F,17,Testing,GPS benchmark
SRR26594809,55,17F,17,Testing,GPS benchmark
SRR26833644,2,22F,22,Training,GPS benchmark
SRR26833644,3,22F,22,Training,GPS benchmark
SRR26910620,1,35B,35,Training,GPS benchmark
SRR26910620,10,35B,35,Training,GPS benchmark
ERR908959,2,22F,22,Training,GPS benchmark
ERR773896,3,15A,15,Training,GPS benchmark
ERR13366071,7,22F,22,Training,GPS benchmark
ERR13366071,30,22F,22,Training,GPS benchmark
SRR26880040,11,6E,6,Training,GPS benchmark
SRR26817736,3,16F,16,Testing,GPS benchmark
ERR2681393,31,6B,6,Training,GPS benchmark
ERR2681393,40,6B,6,Training,GPS benchmark
ERR505672,1,23A,23,Training,GPS benchmark
ERR505672,16,23A,23,Training,GPS benchmark
ERR3303355,2,9V,9,Training,GPS benchmark
SRR26749843,17,33F,33,Training,GPS benchmark
SRR26749843,18,33F,33,Training,GPS benchmark
ERR742620,1,19A,19,Training,GPS benchmark
ERR742620,13,19A,19,Training,GPS benchmark
ERR3899295,2,14,14,Training,GPS benchmark
ERR3899295,4,14,14,Training,GPS benchmark
ERR2091019,1,2,2,Training,GPS benchmark
SRR26884345,23,19A,19,Testing,GPS benchmark
SRR26673621,7,8,8,Testing,GPS benchmark
SRR26673621,17,8,8,Testing,GPS benchmark
ERR1066180,16,6B,6,Training,GPS benchmark
ERR1066180,26,6B,6,Training,GPS benchmark
SRR26884734,2,12F,12,Training,GPS benchmark
SRR26884734,11,12F,12,Training,GPS benchmark
ERR925158,4,15B/C,15,Training,GPS benchmark
ERR1788388,1,18A,18,Training,GPS benchmark
ERR751016,2,19F,19,Testing,GPS benchmark
ERR751016,12,19F,19,Testing,GPS benchmark
ERR568642,2,15B/C,15,Training,GPS benchmark
ERR568642,7,15B/C,15,Training,GPS benchmark
ERR2090838,2,12F,12,Training,GPS benchmark
ERR2090838,3,12F,12,Training,GPS benchmark
ERR1453542,7,14,14,Training,GPS benchmark
ERR1453542,24,14,14,Training,GPS benchmark
SRR26910494,1,9N,9,Training,GPS benchmark
SRR26910494,22,9N,9,Training,GPS benchmark
ERR505818,1,23F,23,Training,GPS benchmark
SRR26878488,5,8,8,Training,GPS benchmark
SRR26878488,14,8,8,Training,GPS benchmark
ERR1065358,2,13,13,Training,GPS benchmark
ERR1065358,9,13,13,Training,GPS benchmark
SRR26930304,2,8,8,Training,GPS benchmark
SRR26930304,4,8,8,Training,GPS benchmark
ERR1065881,1,19F,19,Training,GPS benchmark
ERR1065881,4,19F,19,Training,GPS benchmark
ERR1202103,11,5,5,Training,GPS benchmark
ERR1202103,25,5,5,Training,GPS benchmark
SRR26884234,1,10A,10,Testing,GPS benchmark
SRR26884234,25,10A,10,Testing,GPS benchmark
ERR908990,6,6B,6,Training,GPS benchmark
ERR13364691,2,33F,33,Training,GPS benchmark
ERR13366254,2,14,14,Training,GPS benchmark
ERR13366254,10,14,14,Training,GPS benchmark
ERR742479,1,3,3,Training,GPS benchmark
ERR862314,2,19F,19,Training,GPS benchmark
ERR862314,6,19F,19,Training,GPS benchmark
ERR1065191,1,22A,22,Training,GPS benchmark
ERR7568092,1,8,8,Training,GPS benchmark
ERR730929,1,6A,6,Training,GPS benchmark
ERR730929,5,6A,6,Training,GPS benchmark
ERR2090827,2,12F,12,Training,GPS benchmark
ERR2090827,4,12F,12,Training,GPS benchmark
SRR26790075,21,6C,6,Training,GPS benchmark
SRR26790075,48,6C,6,Training,GPS benchmark
ERR714708,7,14,14,Training,GPS benchmark
ERR714708,8,14,14,Training,GPS benchmark
ERR662431,1,6C,6,Training,GPS benchmark
ERR662431,24,6C,6,Training,GPS benchmark
SRR26884440,2,11A,11,Training,GPS benchmark
ERR913124,1,6B,6,Training,GPS benchmark
ERR913124,28,6B,6,Training,GPS benchmark
ERR1202454,1,23F,23,Testing,GPS benchmark
ERR646608,1,19F,19,Training,GPS benchmark
ERR646608,32,19F,19,Training,GPS benchmark
ERR3227808,1,19F,19,Training,GPS benchmark
ERR1214677,7,6B,6,Training,GPS benchmark
ERR2667518,3,27,27,Testing,GPS benchmark
SRR26879492,2,22F,22,Training,GPS benchmark
SRR26879492,5,22F,22,Training,GPS benchmark
SRR26673133,3,9N,9,Training,GPS benchmark
SRR26673133,4,9N,9,Training,GPS benchmark
SRR26931346,1,7C,7,Training,GPS benchmark
SRR26931346,27,7C,7,Training,GPS benchmark
ERR742457,6,14,14,Training,GPS benchmark
ERR742457,24,14,14,Training,GPS benchmark
SRR26817982,1,8,8,Training,GPS benchmark
ERR1202216,1,6A,6,Training,GPS benchmark
SRR26672785,1,22F,22,Training,GPS benchmark
SRR26672785,9,22F,22,Training,GPS benchmark
ERR633099,4,6A,6,Training,GPS benchmark
ERR1065601,1,24A,24,Training,GPS benchmark
ERR997501,1,23B,23,Training,GPS benchmark
SRR26818162,1,12F,12,Training,GPS benchmark
