sample_id,true_serotype,true_serogroup,ALLCAPS,ProkBERT,benchmark
ERR326587,23F,23,14,22F,GPS benchmark
ERR742465,19A,19,19A,19A,GPS benchmark
ERR1214437,35B,35,35B,35B,GPS benchmark
ERR2089098,19F,19,19F,19F,GPS benchmark
SRR26749985,20B,20,20B,20B,GPS benchmark
SRR26714760,8,8,8,8,GPS benchmark
SRR26789502,35B,35,35B,35D,GPS benchmark
ERR714598,15A,15,15A,15A,GPS benchmark
ERR13365810,33F,33,33F,33F,GPS benchmark
ERR742828,5,5,5,5,GPS benchmark
SRR26883999,3,3,3,3,GPS benchmark
ERR730842,4,4,4,4,GPS benchmark
ERR714721,6A,6,6A,6A,GPS benchmark
ERR2090948,6A,6,6B,6A,GPS benchmark
SRR26818674,10A,10,10A,10A,GPS benchmark
ERR701866,6B,6,6B,6B,GPS benchmark
ERR4501329,24F,24,24F,24F,GPS benchmark
ERR3655298,6B,6,6B,6E,GPS benchmark
SRR26880175,17F,17,17F,17F,GPS benchmark
ERR997516,20A,20,20A,20,GPS benchmark
ERR2667322,5,5,5,5,GPS benchmark
ERR742743,19F,19,19F,19F,GPS benchmark
ERR730844,6A,6,6A,6A,GPS benchmark
ERR600546,4,4,4,4,GPS benchmark
ERR997683,6A,6,6A,6A,GPS benchmark
SRR26818546,23B,23,23B,23B,GPS benchmark
ERR13365643,14,14,14,14,GPS benchmark
ERR1288969,5,5,5,5,GPS benchmark
SRR26594793,3,3,3,3,GPS benchmark
ERR600315,1,1,1,1,GPS benchmark
ERR1192125,1,1,1,1,GPS benchmark
ERR13364426,3,3,3,3,GPS benchmark
ERR751050,14,14,14,14,GPS benchmark
SRR26877932,35F,35,35F,35F,GPS benchmark
SRR26749678,19A,19,19A,7F,GPS benchmark
SRR26749216,9N,9,9N,9N,GPS benchmark
SRR26789742,4,4,4,4,GPS benchmark
ERR13364639,19A,19,19A,19A,GPS benchmark
SRR26833712,3,3,3,3,GPS benchmark
SRR26790071,35B,35,35B,35D,GPS benchmark
ERR13364449,23A,23,23A,23A,GPS benchmark
ERR730383,23F,23,23F,23F,GPS benchmark
SRR26931706,7C,7,7C,7C,GPS benchmark
ERR913121,19A,19,19A,19A,GPS benchmark
ERR316631,6A,6,6A,6A,GPS benchmark
ERR600222,19A,19,19A,19A,GPS benchmark
ERR1065722,23F,23,23F,23F,GPS benchmark
SRR26673561,12F,12,12F,12F,GPS benchmark
ERR913236,19A,19,19A,19A,GPS benchmark
ERR633019,19A,19,19A,19A,GPS benchmark
SRR26797328,11A,11,11A,11E,GPS benchmark
SRR26911088,8,8,8,8,GPS benchmark
ERR742595,6B,6,6B,6E,GPS benchmark
SRR26880137,15C,15,15C,15C,GPS benchmark
ERR5104415,4,4,4,4,GPS benchmark
ERR1106776,4,4,4,4,GPS benchmark
SRR26879886,8,8,8,8,GPS benchmark
ERR750851,2,2,2,2,GPS benchmark
ERR13374728,19F,19,19F,19F,GPS benchmark
ERR1065848,15A,15,15A,15A,GPS benchmark
SRR26931418,8,8,8,8,GPS benchmark
SRR26714112,8,8,8,8,GPS benchmark
SRR26594750,15C,15,15B,15C,GPS benchmark
ERR900659,13,13,13,13,GPS benchmark
SRR26714921,7C,7,7C,7C,GPS benchmark
SRR26911035,3,3,3,3,GPS benchmark
ERR997570,6A,6,6B,6E,GPS benchmark
ERR8481559,15B,15,15B,15C,GPS benchmark
SRR26673117,7F,7,7F,7F,GPS benchmark
SRR26715059,8,8,8,8,GPS benchmark
ERR438980,1,1,1,1,GPS benchmark
ERR433991,19A,19,19A,19A,GPS benchmark
SRR26910964,3,3,3,3,GPS benchmark
ERR730429,1,1,1,1,GPS benchmark
ERR876636,14,14,14,14,GPS benchmark
ERR773974,6A,6,6A,6A,GPS benchmark
ERR1430968,34,34,34,34,GPS benchmark
ERR4501339,24F,24,24F,24F,GPS benchmark
SRR26880256,10A,10,10A,10A,GPS benchmark
ERR913251,14,14,14,14,GPS benchmark
SRR26910269,11A,11,11A,11E,GPS benchmark
ERR925129,21,21,21,21,GPS benchmark
SRR26789707,15A,15,15A,15A,GPS benchmark
SRR26594700,15A,15,15A,15A,GPS benchmark
ERR876551,4,4,4,4,GPS benchmark
ERR1214561,18C,18,18C,18B,GPS benchmark
ERR505988,3,3,3,3,GPS benchmark
ERR13365326,10A,10,10A,10A,GPS benchmark
ERR13375042,22F,22,22F,22F,GPS benchmark
ERR13365860,35F,35,35F,35F,GPS benchmark
ERR600255,9N,9,9N,9N,GPS benchmark
SRR26833819,3,3,3,3,GPS benchmark
SRR26789210,8,8,8,8,GPS benchmark
ERR13365751,3,3,3,3,GPS benchmark
ERR908974,6A,6,6A,6A,GPS benchmark
ERR2090415,1,1,1,3,GPS benchmark
ERR714523,6A,6,6A,6A,GPS benchmark
ERR750755,46,46,46,12F,GPS benchmark
ERR2680609,23F,23,23F,23F,GPS benchmark
SRR26594629,35B,35,35B,35B,GPS benchmark
ERR1453617,3,3,3,3,GPS benchmark
ERR2667285,2,2,2,2,GPS benchmark
ERR1658163,34,34,34,34,GPS benchmark
SRR26714883,19A,19,19A,19A,GPS benchmark
ERR742562,23F,23,23F,23F,GPS benchmark
SRR26834025,17F,17,17F,17F,GPS benchmark
ERR1214565,18C,18,18C,18B,GPS benchmark
SRR26931424,23B,23,23B,23B,GPS benchmark
ERR730269,23F,23,23F,23F,GPS benchmark
SRR26880392,12F,12,12F,12F,GPS benchmark
ERR742651,3,3,3,3,GPS benchmark
SRR26878226,8,8,8,8,GPS benchmark
SRR26878500,17F,17,17F,24A,GPS benchmark
SRR26673110,33F,33,33F,33F,GPS benchmark
ERR13365700,10B,10,10B,10B,GPS benchmark
ERR1214691,23F,23,23F,23F,GPS benchmark
SRR26930509,7F,7,7F,7F,GPS benchmark
SRR26749613,31,31,31,31,GPS benchmark
SRR26880037,21,21,21,21,GPS benchmark
SRR26594558,3,3,3,3,GPS benchmark
SRR26797596,9N,9,9N,9N,GPS benchmark
ERR14653973,23F,23,23F,23F,GPS benchmark
ERR1788100,7F,7,7F,7F,GPS benchmark
ERR1202585,19A,19,19A,19A,GPS benchmark
ERR714408,23F,23,23F,23F,GPS benchmark
SRR26910270,23A,23,23A,23A,GPS benchmark
SRR26833996,11E,11,11A,11E,GPS benchmark
ERR1422618,5,5,5,5,GPS benchmark
ERR7567744,8,8,8,8,GPS benchmark
SRR26818020,31,31,31,31,GPS benchmark
SRR26790060,22F,22,22F,22F,GPS benchmark
ERR714638,19A,19,19A,19A,GPS benchmark
ERR326738,23F,23,23F,23F,GPS benchmark
ERR742610,19A,19,19A,19A,GPS benchmark
ERR13374824,3,3,3,3,GPS benchmark
SRR26749858,15A,15,15A,15A,GPS benchmark
ERR13365707,19A,19,19A,19A,GPS benchmark
ERR884448,19A,19,19A,19A,GPS benchmark
ERR750930,6B,6,6B,6E,GPS benchmark
SRR26930648,11A,11,11A,11E,GPS benchmark
ERR3899236,6A,6,6A,6A,GPS benchmark
ERR3796686,24F,24,24F,24F,GPS benchmark
ERR1202471,35B,35,35B,35B,GPS benchmark
ERR1788381,3,3,3,3,GPS benchmark
ERR925162,7C,7,7C,7C,GPS benchmark
ERR1658141,34,34,34,34,GPS benchmark
ERR2612086,14,14,14,14,GPS benchmark
SRR26797334,7C,7,7C,7C,GPS benchmark
ERR1065953,7C,7,7C,7C,GPS benchmark
ERR1788452,23F,23,23F,23F,GPS benchmark
SRR26672762,19F,19,19F,19F,GPS benchmark
ERR909184,13,13,13,13,GPS benchmark
SRR26789292,8,8,8,8,GPS benchmark
SRR26673327,8,8,8,8,GPS benchmark
ERR13365227,9V,9,9V,9V,GPS benchmark
SRR26594832,15A,15,15A,15A,GPS benchmark
ERR1065116,15A,15,15A,15A,GPS benchmark
ERR2090299,31,31,31,31,GPS benchmark
ERR742558,22F,22,22F,22F,GPS benchmark
SRR26879714,3,3,3,3,GPS benchmark
SRR26879552,12F,12,12F,12F,GPS benchmark
SRR26715014,3,3,3,3,GPS benchmark
SRR26715030,12F,12,12F,12F,GPS benchmark
SRR26883795,22F,22,22F,22F,GPS benchmark
ERR774102,19A,19,19A,19A,GPS benchmark
SRR26817781,19A,19,19A,19A,GPS benchmark
SRR26673658,19A,19,19A,19A,GPS benchmark
ERR13374880,10A,10,10A,10A,GPS benchmark
SRR26789803,8,8,8,8,GPS benchmark
ERR884419,6B,6,6B,6A,GPS benchmark
SRR26834058,12F,12,12F,12F,GPS benchmark
ERR2089527,19F,19,19F,19F,GPS benchmark
ERR1422459,35F,35,35F,35F,GPS benchmark
ERR506065,7F,7,7F,7F,GPS benchmark
ERR3303379,19B,19,19B,19B,GPS benchmark
ERR1065438,28F,28,28F,28F,GPS benchmark
ERR2667207,9N,9,9N,9N,GPS benchmark
ERR742340,6C,6,6C,6C,GPS benchmark
ERR1214359,6B,6,6B,6B,GPS benchmark
SRR26930738,8,8,8,8,GPS benchmark
ERR979986,35B,35,35B,35B,GPS benchmark
SRR26790073,8,8,8,8,GPS benchmark
ERR884536,19A,19,19A,19A,GPS benchmark
ERR13366101,22F,22,22F,22F,GPS benchmark
ERR3796656,24F,24,24F,24F,GPS benchmark
ERR433964,1,1,1,1,GPS benchmark
ERR3796941,24F,24,24F,24F,GPS benchmark
ERR570377,6A,6,6A,6A,GPS benchmark
SRR26714113,23B,23,23B,23B,GPS benchmark
ERR3655264,6A,6,6A,6E,GPS benchmark
ERR1788114,9N,9,9N,9N,GPS benchmark
SRR26878248,3,3,3,3,GPS benchmark
ERR505975,3,3,3,3,GPS benchmark
ERR1106800,12F,12,12F,12F,GPS benchmark
ERR449142,14,14,14,14,GPS benchmark
ERR2089226,6A,6,6A,6A,GPS benchmark
SRR26818361,12F,12,12F,12F,GPS benchmark
ERR1065267,9N,9,9N,9N,GPS benchmark
SRR26878489,8,8,8,8,GPS benchmark
ERR980214,8,8,8,8,GPS benchmark
SRR26790005,12F,12,12F,12F,GPS benchmark
ERR1788376,19A,19,19A,19A,GPS benchmark
SRR26911022,8,8,8,8,GPS benchmark
ERR1065772,7C,7,7C,7C,GPS benchmark
ERR13364941,16F,16,16F,16F,GPS benchmark
SRR26789943,3,3,3,3,GPS benchmark
ERR1192005,28F,28,28F,28F,GPS benchmark
ERR773829,6A,6,6A,6A,GPS benchmark
ERR8481719,19A,19,19A,19A,GPS benchmark
SRR26673374,22F,22,22F,22F,GPS benchmark
ERR316701,13,13,13,13,GPS benchmark
SRR26714129,7C,7,7C,7C,GPS benchmark
ERR2680641,24A,24,24A,24A,GPS benchmark
SRR26883768,10A,10,10A,10A,GPS benchmark
ERR433793,1,1,1,1,GPS benchmark
SRR26879969,3,3,3,3,GPS benchmark
SRR26672760,23A,23,23A,23A,GPS benchmark
ERR326493,6B,6,6C,6C,GPS benchmark
ERR505892,6A,6,6A,6A,GPS benchmark
SRR26797646,15A,15,15A,15A,GPS benchmark
ERR925172,19F,19,19F,10A,GPS benchmark
ERR600495,8,8,8,8,GPS benchmark
SRR26833912,12F,12,12F,12F,GPS benchmark
SRR26910367,23B,23,23B,23B,GPS benchmark
ERR13365308,15A,15,15A,15A,GPS benchmark
ERR3303403,33B,33,33B,33B,GPS benchmark
ERR13365848,35B,35,35B,35B,GPS benchmark
ERR1065640,35B,35,35B,35B,GPS benchmark
ERR1453587,3,3,3,3,GPS benchmark
ERR2853474,19A,19,19A,19A,GPS benchmark
ERR2680729,19F,19,19F,19F,GPS benchmark
SRR26911000,3,3,3,3,GPS benchmark
ERR13374812,8,8,8,8,GPS benchmark
SRR26714421,19F,19,19F,19F,GPS benchmark
SRR26797960,6C,6,6C,6C,GPS benchmark
ERR9796536,19F,19,19F,7C,GPS benchmark
SRR26673630,12F,12,12F,12F,GPS benchmark
SRR26673332,19A,19,19A,19A,GPS benchmark
SRR26817937,15B,15,15A,15B,GPS benchmark
SRR26789212,12F,12,12F,46,GPS benchmark
SRR26749478,19A,19,19A,19A,GPS benchmark
ERR13375021,23B,23,23B,23B,GPS benchmark
ERR730348,14,14,14,14,GPS benchmark
ERR862407,16F,16,16F,16F,GPS benchmark
SRR26879441,8,8,8,8,GPS benchmark
SRR26833722,8,8,8,8,GPS benchmark
SRR26673004,20B,20,20B,20,GPS benchmark
ERR1795451,7F,7,7F,7F,GPS benchmark
SRR26911060,20B,20,20A,20A,GPS benchmark
ERR2090736,6C,6,6C,6C,GPS benchmark
SRR26931533,8,8,8,8,GPS benchmark
ERR2667938,1,1,1,1,GPS benchmark
ERR331110,6B,6,6B,23F,GPS benchmark
ERR1202515,9L,9,9N,9L,GPS benchmark
ERR13365761,4,4,4,4,GPS benchmark
ERR13364668,18C,18,18C,18C,GPS benchmark
SRR26878045,3,3,3,3,GPS benchmark
ERR570479,19F,19,19F,19F,GPS benchmark
SRR26884278,3,3,3,3,GPS benchmark
ERR2681391,35A,35,35A,35A,GPS benchmark
ERR908977,13,13,13,13,GPS benchmark
SRR26714176,33F,33,33F,33F,GPS benchmark
ERR2680942,6A,6,6A,6A,GPS benchmark
ERR2667915,19A,19,19A,19A,GPS benchmark
ERR1288835,18A,18,18A,18A,GPS benchmark
SRR26884092,3,3,3,3,GPS benchmark
ERR925383,10A,10,10A,10A,GPS benchmark
ERR586440,19A,19,19A,19A,GPS benchmark
ERR1065654,18C,18,18C,18C,GPS benchmark
ERR2090084,10A,10,10A,10A,GPS benchmark
ERR1540734,14,14,14,14,GPS benchmark
ERR1192090,21,21,21,5,GPS benchmark
ERR884336,14,14,14,14,GPS benchmark
SRR26883920,22F,22,22F,22F,GPS benchmark
SRR26910993,15A,15,15A,15A,GPS benchmark
ERR3227820,24F,24,24F,24F,GPS benchmark
ERR326351,35F,35,35F,35F,GPS benchmark
ERR1106796,19A,19,19A,19A,GPS benchmark
ERR701861,6B,6,6B,6B,GPS benchmark
ERR862517,13,13,13,13,GPS benchmark
ERR2090563,1,1,1,1,GPS benchmark
SRR26878324,12F,12,12F,12F,GPS benchmark
SRR26910321,19A,19,19A,19A,GPS benchmark
ERR3796201,14,14,14,14,GPS benchmark
ERR714685,6C,6,6C,6C,GPS benchmark
SRR26714353,20B,20,20B,20B,GPS benchmark
ERR2090774,12F,12,12F,12F,GPS benchmark
SRR26595116,12F,12,12F,21,GPS benchmark
ERR8481859,11A,11,11A,11A,GPS benchmark
ERR909068,34,34,34,34,GPS benchmark
SRR26789929,3,3,3,3,GPS benchmark
SRR26818173,10A,10,10A,10A,GPS benchmark
SRR26595015,22F,22,22F,22F,GPS benchmark
SRR26884105,22F,22,22F,22F,GPS benchmark
ERR1106809,40,40,40,40,GPS benchmark
ERR1106748,10A,10,10A,10A,GPS benchmark
SRR26750012,3,3,3,3,GPS benchmark
ERR774726,19F,19,19F,19F,GPS benchmark
ERR884412,14,14,14,14,GPS benchmark
ERR1788564,40,40,40,40,GPS benchmark
SRR26910954,9N,9,9N,9N,GPS benchmark
ERR1202140,13,13,13,13,GPS benchmark
SRR26834479,23A,23,23A,23A,GPS benchmark
ERR2091096,5,5,5,5,GPS benchmark
SRR26818332,3,3,3,3,GPS benchmark
ERR2680886,14,14,14,14,GPS benchmark
ERR1065696,19F,19,19F,19F,GPS benchmark
ERR884610,6B,6,6B,6B,GPS benchmark
ERR8481738,13,13,13,13,GPS benchmark
ERR2680971,14,14,14,14,GPS benchmark
ERR750759,23F,23,23F,23F,GPS benchmark
SRR26673655,8,8,8,8,GPS benchmark
ERR730738,1,1,1,1,GPS benchmark
ERR13365349,6B,6,19F,6A,GPS benchmark
SRR26878306,22F,22,22F,22F,GPS benchmark
SRR26879660,15A,15,15A,35C,GPS benchmark
ERR1540702,23B,23,23B,23B,GPS benchmark
SRR26931699,3,3,3,3,GPS benchmark
ERR632869,14,14,14,14,GPS benchmark
ERR980083,11A,11,11A,11A,GPS benchmark
ERR2090227,14,14,14,14,GPS benchmark
ERR340826,23F,23,23F,23F,GPS benchmark
ERR913217,3,3,3,3,GPS benchmark
ERR3227778,14,14,14,14,GPS benchmark
ERR326457,24F,24,24A,24F,GPS benchmark
ERR13374965,3,3,3,3,GPS benchmark
SRR26749479,21,21,21,21,GPS benchmark
ERR646576,19F,19,19F,19F,GPS benchmark
SRR26834404,6C,6,6C,45,GPS benchmark
SRR26878496,12F,12,12F,12F,GPS benchmark
ERR1788185,19F,19,19F,37,GPS benchmark
SRR26880389,15A,15,15A,15A,GPS benchmark
ERR2090278,18A,18,21,21,GPS benchmark
ERR14654047,3,3,3,3,GPS benchmark
ERR2091184,12F,12,12F,12F,GPS benchmark
ERR2667486,6A,6,6A,6A,GPS benchmark
ERR13365675,1,1,1,1,GPS benchmark
ERR433545,12F,12,12F,46,GPS benchmark
ERR1788186,19F,19,19F,19F,GPS benchmark
SRR26930527,22F,22,22F,22F,GPS benchmark
SRR26749614,33F,33,33F,33F,GPS benchmark
SRR26749981,12F,12,12F,12F,GPS benchmark
ERR2667924,14,14,14,14,GPS benchmark
SRR26884705,7C,7,7C,7C,GPS benchmark
ERR730573,5,5,5,5,GPS benchmark
SRR26834252,3,3,3,3,GPS benchmark
ERR2090215,6B,6,6B,6E,GPS benchmark
SRR26818015,19A,19,19A,19A,GPS benchmark
ERR1799701,10F,10,10F,10F,GPS benchmark
ERR2681235,14,14,14,14,GPS benchmark
SRR26930636,10A,10,10A,10A,GPS benchmark
ERR1453313,6B,6,6B,6E,GPS benchmark
ERR338202,19F,19,19F,19F,GPS benchmark
ERR600240,8,8,8,8,GPS benchmark
ERR2091251,12F,12,12F,12B,GPS benchmark
ERR730332,9V,9,9V,9V,GPS benchmark
ERR774499,8,8,8,8,GPS benchmark
SRR26880108,8,8,8,8,GPS benchmark
SRR26878418,7C,7,7C,7C,GPS benchmark
ERR908929,19F,19,19F,19F,GPS benchmark
SRR26749622,7C,7,7C,7C,GPS benchmark
ERR7567741,8,8,8,8,GPS benchmark
ERR742422,6B,6,6B,6A,GPS benchmark
ERR2089107,19A,19,19A,19A,GPS benchmark
SRR26714860,6C,6,6C,6C,GPS benchmark
ERR2680637,34,34,34,34,GPS benchmark
ERR3164327,14,14,14,14,GPS benchmark
ERR909179,6A,6,6A,6A,GPS benchmark
ERR730442,19A,19,19A,19A,GPS benchmark
ERR774183,21,21,21,21,GPS benchmark
SRR26749363,22F,22,22F,22F,GPS benchmark
SRR26673146,8,8,8,8,GPS benchmark
ERR2089054,24F,24,24F,24F,GPS benchmark
ERR586414,19A,19,19A,19A,GPS benchmark
ERR1756476,9V,9,9V,9V,GPS benchmark
ERR979920,1,1,1,1,GPS benchmark
ERR3227810,23A,23,23A,23A,GPS benchmark
ERR1065662,14,14,14,14,GPS benchmark
ERR2089475,6A,6,6A,6A,GPS benchmark
SRR26797254,9N,9,9N,9N,GPS benchmark
ERR568526,6B,6,6B,6B,GPS benchmark
ERR714437,19A,19,19A,19A,GPS benchmark
ERR662327,3,3,3,3,GPS benchmark
ERR1202148,19F,19,19F,19F,GPS benchmark
ERR1288934,7F,7,7F,7F,GPS benchmark
SRR26884426,10A,10,10A,10A,GPS benchmark
ERR632929,1,1,1,1,GPS benchmark
SRR26790204,12F,12,12F,12F,GPS benchmark
SRR26879702,3,3,3,3,GPS benchmark
ERR1065422,8,8,8,8,GPS benchmark
SRR26714140,19A,19,19A,19A,GPS benchmark
SRR26879626,33F,33,33F,33F,GPS benchmark
ERR913232,19A,19,19A,19A,GPS benchmark
SRR26879574,4,4,4,4,GPS benchmark
SRR26884220,4,4,4,4,GPS benchmark
SRR26749641,8,8,8,8,GPS benchmark
ERR774352,8,8,8,8,GPS benchmark
ERR714497,34,34,34,34,GPS benchmark
ERR1430802,6B,6,6B,6E,GPS benchmark
ERR742674,25F,25,25F,25F,GPS benchmark
ERR425369,14,14,14,14,GPS benchmark
ERR730757,23F,23,23F,23F,GPS benchmark
SRR26594341,3,3,3,3,GPS benchmark
ERR2089682,1,1,1,1,GPS benchmark
SRR26789356,33F,33,33F,33F,GPS benchmark
ERR438951,3,3,3,3,GPS benchmark
SRR26930714,31,31,31,31,GPS benchmark
ERR980350,3,3,3,3,GPS benchmark
SRR26834380,28A,28,28A,28A,GPS benchmark
ERR2090970,1,1,1,1,GPS benchmark
SRR26931372,8,8,8,8,GPS benchmark
SRR26817969,8,8,8,8,GPS benchmark
ERR570445,14,14,14,14,GPS benchmark
ERR2225398,24F,24,24F,24F,GPS benchmark
ERR3796623,24F,24,24F,24F,GPS benchmark
SRR26880242,7C,7,7C,7C,GPS benchmark
ERR913418,19A,19,19A,19A,GPS benchmark
SRR26884161,11A,11,11A,11E,GPS benchmark
SRR26884665,3,3,3,3,GPS benchmark
ERR884430,6B,6,6B,6E,GPS benchmark
SRR26818024,20B,20,20B,20B,GPS benchmark
ERR1422333,9L,9,9L,28F,GPS benchmark
ERR13365885,15B,15,15B,15C,GPS benchmark
SRR26884392,12F,12,12F,12F,GPS benchmark
ERR1214683,14,14,14,22F,GPS benchmark
ERR13365550,22F,22,22F,22F,GPS benchmark
ERR1788470,14,14,14,14,GPS benchmark
SRR26594319,8,8,8,8,GPS benchmark
ERR751002,10A,10,10A,10A,GPS benchmark
ERR13365865,19A,19,19A,19A,GPS benchmark
ERR869971,16F,16,16F,16F,GPS benchmark
ERR13374749,8,8,8,8,GPS benchmark
ERR997519,23F,23,23F,23F,GPS benchmark
ERR997587,6A,6,6A,6A,GPS benchmark
ERR433674,14,14,14,14,GPS benchmark
ERR862277,29,29,29,29,GPS benchmark
ERR956297,3,3,3,3,GPS benchmark
SRR26789336,33F,33,33F,33F,GPS benchmark
ERR1202573,7F,7,7F,7F,GPS benchmark
ERR13364549,19A,19,19A,19A,GPS benchmark
ERR1065823,20A,20,20A,20A,GPS benchmark
ERR862486,6B,6,6B,6B,GPS benchmark
ERR2667959,38,38,38,25A,GPS benchmark
ERR3655141,14,14,14,14,GPS benchmark
ERR316724,10A,10,10A,10A,GPS benchmark
ERR870256,9V,9,9V,9V,GPS benchmark
ERR316727,15A,15,15A,15A,GPS benchmark
ERR326373,6C,6,6C,6C,GPS benchmark
ERR900661,6B,6,6B,6B,GPS benchmark
SRR26789638,12F,12,12F,12F,GPS benchmark
SRR26884049,12F,12,12F,12F,GPS benchmark
ERR433941,7F,7,7F,7F,GPS benchmark
ERR2681033,6A,6,6A,6A,GPS benchmark
ERR742741,9L,9,9L,9L,GPS benchmark
ERR1192153,6B,6,6B,6E,GPS benchmark
ERR490729,19F,19,19F,19F,GPS benchmark
SRR26878618,22F,22,22F,22F,GPS benchmark
SRR26797491,8,8,8,8,GPS benchmark
ERR326565,14,14,14,22F,GPS benchmark
ERR1594518,12F,12,12F,12B,GPS benchmark
ERR3899332,18C,18,18C,18C,GPS benchmark
SRR26789553,12F,12,12F,12F,GPS benchmark
ERR909058,19A,19,19A,19A,GPS benchmark
ERR1453609,3,3,3,3,GPS benchmark
ERR2090953,6B,6,6B,6E,GPS benchmark
SRR26818658,35F,35,35F,35F,GPS benchmark
SRR26797313,12F,12,12F,12F,GPS benchmark
ERR13374976,8,8,8,8,GPS benchmark
SRR26818482,4,4,4,4,GPS benchmark
ERR3899350,14,14,14,14,GPS benchmark
ERR1788469,1,1,1,1,GPS benchmark
ERR1065126,16F,16,16F,16F,GPS benchmark
SRR26910394,35F,35,35F,35F,GPS benchmark
ERR2089201,24F,24,24F,24F,GPS benchmark
ERR3303317,23B,23,23B,23B,GPS benchmark
SRR26910949,19F,19,6B,23F,GPS benchmark
ERR8481896,15B,15,15B,15B,GPS benchmark
SRR26834514,12F,12,12F,12F,GPS benchmark
SRR26834126,23B,23,23B,23B,GPS benchmark
SRR26818033,12F,12,12F,12F,GPS benchmark
SRR26749204,33F,33,33F,33F,GPS benchmark
ERR600208,10A,10,10A,10A,GPS benchmark
ERR1658182,5,5,5,5,GPS benchmark
ERR2090341,17F,17,17F,17F,GPS benchmark
SRR26884276,12F,12,12F,12F,GPS benchmark
ERR1066052,14,14,14,14,GPS benchmark
ERR2091003,19A,19,19A,19A,GPS benchmark
ERR1788244,9V,9,9V,9V,GPS benchmark
ERR2667377,4,4,4,4,GPS benchmark
ERR2090213,35B,35,35B,35B,GPS benchmark
ERR13365727,22F,22,22F,22F,GPS benchmark
ERR8481829,19A,19,19A,19A,GPS benchmark
SRR26910540,35F,35,35F,35F,GPS benchmark
ERR600319,23F,23,23F,23F,GPS benchmark
SRR26930300,23B,23,23B,23B,GPS benchmark
ERR13365924,3,3,3,3,GPS benchmark
SRR26931868,8,8,8,8,GPS benchmark
ERR2668116,5,5,5,5,GPS benchmark
ERR1065942,11A,11,11A,11A,GPS benchmark
SRR26789750,19A,19,19A,19A,GPS benchmark
SRR26833957,11A,11,11A,11,GPS benchmark
ERR1202561,23B,23,23B,23B,GPS benchmark
ERR3796863,24F,24,24F,24F,GPS benchmark
ERR980059,14,14,14,10A,GPS benchmark
ERR13365293,23A,23,23A,23A,GPS benchmark
ERR742420,12F,12,12F,46,GPS benchmark
SRR26884036,12F,12,12F,12F,GPS benchmark
ERR730896,7C,7,7C,7C,GPS benchmark
SRR26880013,9N,9,9N,9N,GPS benchmark
ERR1540762,14,14,14,14,GPS benchmark
ERR352029,35D,35,35B,35D,GPS benchmark
ERR773815,3,3,3,3,GPS benchmark
SRR26910809,22F,22,22F,22F,GPS benchmark
ERR1658146,15A,15,15A,15A,GPS benchmark
ERR338225,9V,9,9V,9V,GPS benchmark
SRR26878411,3,3,3,3,GPS benchmark
SRR26714890,8,8,8,8,GPS benchmark
ERR774504,8,8,8,8,GPS benchmark
SRR26714568,8,8,8,8,GPS benchmark
ERR913480,23F,23,23F,23F,GPS benchmark
SRR26910663,12F,12,12F,12F,GPS benchmark
ERR2668099,2,2,2,2,GPS benchmark
ERR1065455,18C,18,18C,18C,GPS benchmark
ERR338212,23F,23,23F,23F,GPS benchmark
ERR505930,19F,19,19F,19F,GPS benchmark
SRR26750051,8,8,8,8,GPS benchmark
ERR2667570,9N,9,9N,9L,GPS benchmark
SRR26673302,8,8,8,8,GPS benchmark
ERR730176,6A,6,6A,6A,GPS benchmark
ERR8481877,23B,23,23B,23B,GPS benchmark
ERR1066073,16F,16,16F,16F,GPS benchmark
ERR750935,23F,23,23F,23F,GPS benchmark
ERR925341,17F,17,17F,17F,GPS benchmark
SRR26673584,11A,11,11A,11C,GPS benchmark
ERR774497,19A,19,19A,19A,GPS benchmark
ERR751131,5,5,5,5,GPS benchmark
ERR2089235,13,13,13,13,GPS benchmark
SRR26714912,33F,33,33F,33F,GPS benchmark
ERR869925,19F,19,19F,9V,GPS benchmark
SRR26931066,19A,19,19A,19A,GPS benchmark
SRR26834520,16F,16,16F,16F,GPS benchmark
SRR26931610,8,8,8,8,GPS benchmark
ERR2091018,1,1,1,1,GPS benchmark
ERR1214621,6A,6,6A,6A,GPS benchmark
ERR1214327,34,34,34,34,GPS benchmark
ERR632998,8,8,8,8,GPS benchmark
ERR913078,19F,19,19F,9V,GPS benchmark
SRR26818145,22F,22,22F,22F,GPS benchmark
SRR26673095,23B,23,23B,23B,GPS benchmark
ERR1799721,6B,6,6B,6E,GPS benchmark
SRR26878057,8,8,8,8,GPS benchmark
SRR26930533,7C,7,7C,7C,GPS benchmark
ERR730221,35D,35,35B,35D,GPS benchmark
ERR3303205,6B,6,6B,6B,GPS benchmark
ERR913536,6A,6,6A,6A,GPS benchmark
ERR319330,6B,6,6B,23F,GPS benchmark
ERR925120,19A,19,19A,19A,GPS benchmark
ERR2090892,13,13,13,13,GPS benchmark
SRR26878495,23A,23,23A,23A,GPS benchmark
ERR1795485,20B,20,20B,20,GPS benchmark
ERR876461,14,14,14,14,GPS benchmark
SRR26594660,3,3,3,3,GPS benchmark
ERR845780,18C,18,18C,18B,GPS benchmark
ERR909129,31,31,31,31,GPS benchmark
ERR730948,6B,6,6B,6A,GPS benchmark
SRR26880393,22F,22,22F,22F,GPS benchmark
